# Time,X,Y,Z,Roll,Pitch,Yaw,Vx,Vy,Vz,Ax,Ay,Az,Wx,Wy,Wz,Throttle,Steer,Brake
0.000000000000000000e+00,-7.249756336212158203e+00,1.624829254150390625e+02,1.624829254150390625e+02,0.000000000000000000e+00,8.947254180908203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.090190410614013672e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.484607696533203125e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.537414550781250000e-02,-7.249756336212158203e+00,1.624829254150390625e+02,1.624829254150390625e+02,0.000000000000000000e+00,8.947254180908203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.090190410614013672e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.484607696533203125e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.537414550781250000e-02,-7.249756336212158203e+00,1.624829254150390625e+02,1.624829254150390625e+02,0.000000000000000000e+00,8.947254180908203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.630404472351074219e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.498252296447753906e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.143042564392089844e-02,-7.249756336212158203e+00,1.624829254150390625e+02,1.624829254150390625e+02,0.000000000000000000e+00,8.947254180908203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.630404472351074219e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.498252296447753906e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.258192062377929688e-01,-7.249756336212158203e+00,1.624829254150390625e+02,1.624829254150390625e+02,0.000000000000000000e+00,8.947254180908203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.982001304626464844e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.022417259216308594e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.258192062377929688e-01,-7.249756336212158203e+00,1.624829254150390625e+02,1.624829254150390625e+02,0.000000000000000000e+00,8.947254180908203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.982001304626464844e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.022417259216308594e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.258192062377929688e-01,-7.249756336212158203e+00,1.624829254150390625e+02,1.624829254150390625e+02,0.000000000000000000e+00,8.947254180908203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.982001304626464844e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.022417259216308594e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.567826271057128906e-01,-7.249756336212158203e+00,1.624829254150390625e+02,1.624829254150390625e+02,0.000000000000000000e+00,8.947254180908203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.317221164703369141e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.082631874084472656e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.567826271057128906e-01,-7.249756336212158203e+00,1.624829254150390625e+02,1.624829254150390625e+02,0.000000000000000000e+00,8.947254180908203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.317221164703369141e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.082631874084472656e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.203702926635742188e-01,-7.249756336212158203e+00,1.624829254150390625e+02,1.624829254150390625e+02,0.000000000000000000e+00,8.947254180908203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.937868595123291016e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.033828258514404297e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
