# Time,X,Y,Z,Roll,Pitch,Yaw,Vx,Vy,Vz,Ax,Ay,Az,Wx,Wy,Wz,Throttle,Steer,Brake
0.000000000000000000e+00,-2.436416168212890625e+02,1.350063629150390625e+02,1.350063629150390625e+02,-1.726330220699310303e-01,-1.798700714111328125e+02,-4.882811626885086298e-04,-1.478309631347656250e+01,-3.435322642326354980e-02,-3.718804180152801564e-07,7.733216881752014160e-01,-1.638842630200088024e-03,1.012023494695313275e-05,1.072206669050501660e-05,-3.391920402646064758e-02,7.054554298520088196e-03,5.000000000000000000e-01,1.719156862236559391e-04,0.000000000000000000e+00
1.045818328857421875e-01,-2.436416168212890625e+02,1.350063629150390625e+02,1.350063629150390625e+02,-1.726330220699310303e-01,-1.798700714111328125e+02,-4.882811626885086298e-04,-1.478309631347656250e+01,-3.435322642326354980e-02,-3.718804180152801564e-07,7.733216881752014160e-01,-1.638842630200088024e-03,1.012023494695313275e-05,1.072206669050501660e-05,-3.391920402646064758e-02,7.054554298520088196e-03,5.000000000000000000e-01,1.719156862236559391e-04,0.000000000000000000e+00
1.045818328857421875e-01,-2.436416168212890625e+02,1.350063629150390625e+02,1.350063629150390625e+02,-1.726330220699310303e-01,-1.798700714111328125e+02,-4.882811626885086298e-04,-1.478309631347656250e+01,-3.435322642326354980e-02,-3.718804180152801564e-07,7.733216881752014160e-01,-1.638842630200088024e-03,1.012023494695313275e-05,1.072206669050501660e-05,-3.391920402646064758e-02,7.054554298520088196e-03,5.000000000000000000e-01,1.719156862236559391e-04,0.000000000000000000e+00
1.045818328857421875e-01,-2.436416168212890625e+02,1.350063629150390625e+02,1.350063629150390625e+02,-1.726330220699310303e-01,-1.798700714111328125e+02,-4.882811626885086298e-04,-1.478309631347656250e+01,-3.435322642326354980e-02,-3.718804180152801564e-07,7.733216881752014160e-01,-1.638842630200088024e-03,1.012023494695313275e-05,1.072206669050501660e-05,-3.391920402646064758e-02,7.054554298520088196e-03,5.000000000000000000e-01,1.719156862236559391e-04,0.000000000000000000e+00
1.045818328857421875e-01,-2.436416168212890625e+02,1.350063629150390625e+02,1.350063629150390625e+02,-1.726330220699310303e-01,-1.798700714111328125e+02,-4.882811626885086298e-04,-1.478309631347656250e+01,-3.435322642326354980e-02,-3.718804180152801564e-07,7.733216881752014160e-01,-1.638842630200088024e-03,1.012023494695313275e-05,1.072206669050501660e-05,-3.391920402646064758e-02,7.054554298520088196e-03,5.000000000000000000e-01,1.719156862236559391e-04,0.000000000000000000e+00
1.045818328857421875e-01,-2.436416168212890625e+02,1.350063629150390625e+02,1.350063629150390625e+02,-1.726330220699310303e-01,-1.798700714111328125e+02,-4.882811626885086298e-04,-1.478309631347656250e+01,-3.435322642326354980e-02,-3.718804180152801564e-07,7.733216881752014160e-01,-1.638842630200088024e-03,1.012023494695313275e-05,1.072206669050501660e-05,-3.391920402646064758e-02,7.054554298520088196e-03,5.000000000000000000e-01,1.719156862236559391e-04,0.000000000000000000e+00
1.045818328857421875e-01,-2.451138610839843750e+02,1.350029144287109375e+02,1.350029144287109375e+02,-1.756587922573089600e-01,-1.798694763183593750e+02,-4.882812208961695433e-04,-1.467762279510498047e+01,-3.430891036987304688e-02,8.390935590796289034e-07,1.007302165031433105e+00,4.232309584040194750e-04,1.156514736067038029e-05,1.676360261626541615e-04,-2.680082619190216064e-02,4.683352541178464890e-03,5.000000000000000000e-01,1.586914004292339087e-04,0.000000000000000000e+00
2.092907428741455078e-01,-2.451138610839843750e+02,1.350029144287109375e+02,1.350029144287109375e+02,-1.756587922573089600e-01,-1.798694763183593750e+02,-4.882812208961695433e-04,-1.467762279510498047e+01,-3.430891036987304688e-02,8.390935590796289034e-07,1.007302165031433105e+00,4.232309584040194750e-04,1.156514736067038029e-05,1.676360261626541615e-04,-2.680082619190216064e-02,4.683352541178464890e-03,5.000000000000000000e-01,1.586914004292339087e-04,0.000000000000000000e+00
2.092907428741455078e-01,-2.451138610839843750e+02,1.350029144287109375e+02,1.350029144287109375e+02,-1.756587922573089600e-01,-1.798694763183593750e+02,-4.882812208961695433e-04,-1.467762279510498047e+01,-3.430891036987304688e-02,8.390935590796289034e-07,1.007302165031433105e+00,4.232309584040194750e-04,1.156514736067038029e-05,1.676360261626541615e-04,-2.680082619190216064e-02,4.683352541178464890e-03,5.000000000000000000e-01,1.586914004292339087e-04,0.000000000000000000e+00
2.092907428741455078e-01,-2.451138610839843750e+02,1.350029144287109375e+02,1.350029144287109375e+02,-1.756587922573089600e-01,-1.798694763183593750e+02,-4.882812208961695433e-04,-1.467762279510498047e+01,-3.430891036987304688e-02,8.390935590796289034e-07,1.007302165031433105e+00,4.232309584040194750e-04,1.156514736067038029e-05,1.676360261626541615e-04,-2.680082619190216064e-02,4.683352541178464890e-03,5.000000000000000000e-01,1.586914004292339087e-04,0.000000000000000000e+00
2.092907428741455078e-01,-2.451138610839843750e+02,1.350029144287109375e+02,1.350029144287109375e+02,-1.756587922573089600e-01,-1.798694763183593750e+02,-4.882812208961695433e-04,-1.467762279510498047e+01,-3.430891036987304688e-02,8.390935590796289034e-07,1.007302165031433105e+00,4.232309584040194750e-04,1.156514736067038029e-05,1.676360261626541615e-04,-2.680082619190216064e-02,4.683352541178464890e-03,5.000000000000000000e-01,1.586914004292339087e-04,0.000000000000000000e+00
2.092907428741455078e-01,-2.465751190185546875e+02,1.349995117187500000e+02,1.349995117187500000e+02,-1.779469102621078491e-01,-1.798694763183593750e+02,-4.882812208961695433e-04,-1.456496715545654297e+01,-3.404863178730010986e-02,-4.386170644465892110e-07,1.509753227233886719e+00,3.488120390102267265e-03,-1.712322409730404615e-05,2.213659172412008047e-04,-2.006039954721927643e-02,-1.811323687434196472e-03,5.000000000000000000e-01,1.312255917582660913e-04,0.000000000000000000e+00
