# Time,X,Y,Z,Roll,Pitch,Yaw,Vx,Vy,Vz,Ax,Ay,Az,Wx,Wy,Wz,Throttle,Steer,Brake
0.000000000000000000e+00,-1.187638854980468750e+01,-9.853508758544921875e+01,-9.853508758544921875e+01,0.000000000000000000e+00,9.038229370117187500e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.115567684173583984e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.473659515380859375e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.202744483947753906e-02,-1.187720298767089844e+01,-9.855577850341796875e+01,-9.855577850341796875e+01,-1.900056123733520508e+00,9.038040161132812500e+01,-6.497194617986679077e-02,-8.359989151358604431e-03,-2.654886245727539062e-01,-3.977660655975341797e+00,-1.160667166113853455e-01,-3.685936927795410156e+00,1.914645552635192871e+00,-5.153394699096679688e+01,5.125049352645874023e-01,7.891660183668136597e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.202744483947753906e-02,-1.187720298767089844e+01,-9.855577850341796875e+01,-9.855577850341796875e+01,-1.900056123733520508e+00,9.038040161132812500e+01,-6.497194617986679077e-02,-8.359989151358604431e-03,-2.654886245727539062e-01,-3.977660655975341797e+00,-1.160667166113853455e-01,-3.685936927795410156e+00,1.914645552635192871e+00,-5.153394699096679688e+01,5.125049352645874023e-01,7.891660183668136597e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.337404251098632812e-01,-1.187417221069335938e+01,-9.857060241699218750e+01,-9.857060241699218750e+01,-3.007140874862670898e+00,9.053403472900390625e+01,-2.453612908720970154e-02,2.917636558413505554e-02,-5.214345455169677734e-02,-1.223389983177185059e+00,6.082407832145690918e-01,3.457055091857910156e+00,4.463032913208007812e+01,-2.110018730163574219e+01,-9.230946898460388184e-01,2.177301168441772461e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.337404251098632812e-01,-1.187417221069335938e+01,-9.857060241699218750e+01,-9.857060241699218750e+01,-3.007140874862670898e+00,9.053403472900390625e+01,-2.453612908720970154e-02,2.917636558413505554e-02,-5.214345455169677734e-02,-1.223389983177185059e+00,6.082407832145690918e-01,3.457055091857910156e+00,4.463032913208007812e+01,-2.110018730163574219e+01,-9.230946898460388184e-01,2.177301168441772461e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.337404251098632812e-01,-1.187417221069335938e+01,-9.857060241699218750e+01,-9.857060241699218750e+01,-3.007140874862670898e+00,9.053403472900390625e+01,-2.453612908720970154e-02,2.917636558413505554e-02,-5.214345455169677734e-02,-1.223389983177185059e+00,6.082407832145690918e-01,3.457055091857910156e+00,4.463032913208007812e+01,-2.110018730163574219e+01,-9.230946898460388184e-01,2.177301168441772461e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.337404251098632812e-01,-1.187417221069335938e+01,-9.857060241699218750e+01,-9.857060241699218750e+01,-3.007140874862670898e+00,9.053403472900390625e+01,-2.453612908720970154e-02,2.917636558413505554e-02,-5.214345455169677734e-02,-1.223389983177185059e+00,6.082407832145690918e-01,3.457055091857910156e+00,4.463032913208007812e+01,-2.110018730163574219e+01,-9.230946898460388184e-01,2.177301168441772461e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.337404251098632812e-01,-1.187770462036132812e+01,-9.858486175537109375e+01,-9.858486175537109375e+01,-2.700957059860229492e+00,9.030160522460937500e+01,2.453931607306003571e-02,-6.038448587059974670e-02,-2.813766598701477051e-01,1.137264259159564972e-02,-1.281493425369262695e+00,-3.280014038085937500e+00,1.766776657104492188e+01,-2.165835618972778320e+00,-1.939745187759399414e+00,-4.350517749786376953e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.036283016204833984e-01,-1.187770462036132812e+01,-9.858486175537109375e+01,-9.858486175537109375e+01,-2.700957059860229492e+00,9.030160522460937500e+01,2.453931607306003571e-02,-6.038448587059974670e-02,-2.813766598701477051e-01,1.137264259159564972e-02,-1.281493425369262695e+00,-3.280014038085937500e+00,1.766776657104492188e+01,-2.165835618972778320e+00,-1.939745187759399414e+00,-4.350517749786376953e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.036283016204833984e-01,-1.187770462036132812e+01,-9.858486175537109375e+01,-9.858486175537109375e+01,-2.700957059860229492e+00,9.030160522460937500e+01,2.453931607306003571e-02,-6.038448587059974670e-02,-2.813766598701477051e-01,1.137264259159564972e-02,-1.281493425369262695e+00,-3.280014038085937500e+00,1.766776657104492188e+01,-2.165835618972778320e+00,-1.939745187759399414e+00,-4.350517749786376953e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
