# Time,X,Y,Z,Roll,Pitch,Yaw,Vx,Vy,Vz,Ax,Ay,Az,Wx,Wy,Wz,Throttle,Steer,Brake
0.000000000000000000e+00,4.937202758789062500e+02,-2.446103858947753906e+01,-2.446103858947753906e+01,-1.470334678888320923e-01,-1.798840179443359375e+02,2.774504537228494883e-04,-1.841338920593261719e+01,-3.966942057013511658e-02,8.953735232353210449e-06,8.171107769012451172e-01,3.594710491597652435e-03,1.392249978380277753e-04,2.644510008394718170e-03,-5.267892405390739441e-02,-1.195274852216243744e-02,1.000000000000000000e+00,1.493181480327621102e-04,0.000000000000000000e+00
1.045818328857421875e-01,4.937202758789062500e+02,-2.446103858947753906e+01,-2.446103858947753906e+01,-1.470334678888320923e-01,-1.798840179443359375e+02,2.774504537228494883e-04,-1.841338920593261719e+01,-3.966942057013511658e-02,8.953735232353210449e-06,8.171107769012451172e-01,3.594710491597652435e-03,1.392249978380277753e-04,2.644510008394718170e-03,-5.267892405390739441e-02,-1.195274852216243744e-02,1.000000000000000000e+00,1.493181480327621102e-04,0.000000000000000000e+00
1.045818328857421875e-01,4.937202758789062500e+02,-2.446103858947753906e+01,-2.446103858947753906e+01,-1.470334678888320923e-01,-1.798840179443359375e+02,2.774504537228494883e-04,-1.841338920593261719e+01,-3.966942057013511658e-02,8.953735232353210449e-06,8.171107769012451172e-01,3.594710491597652435e-03,1.392249978380277753e-04,2.644510008394718170e-03,-5.267892405390739441e-02,-1.195274852216243744e-02,1.000000000000000000e+00,1.493181480327621102e-04,0.000000000000000000e+00
1.045818328857421875e-01,4.937202758789062500e+02,-2.446103858947753906e+01,-2.446103858947753906e+01,-1.470334678888320923e-01,-1.798840179443359375e+02,2.774504537228494883e-04,-1.841338920593261719e+01,-3.966942057013511658e-02,8.953735232353210449e-06,8.171107769012451172e-01,3.594710491597652435e-03,1.392249978380277753e-04,2.644510008394718170e-03,-5.267892405390739441e-02,-1.195274852216243744e-02,1.000000000000000000e+00,1.493181480327621102e-04,0.000000000000000000e+00
1.045818328857421875e-01,4.937202758789062500e+02,-2.446103858947753906e+01,-2.446103858947753906e+01,-1.470334678888320923e-01,-1.798840179443359375e+02,2.774504537228494883e-04,-1.841338920593261719e+01,-3.966942057013511658e-02,8.953735232353210449e-06,8.171107769012451172e-01,3.594710491597652435e-03,1.392249978380277753e-04,2.644510008394718170e-03,-5.267892405390739441e-02,-1.195274852216243744e-02,1.000000000000000000e+00,1.493181480327621102e-04,0.000000000000000000e+00
1.045818328857421875e-01,4.937202758789062500e+02,-2.446103858947753906e+01,-2.446103858947753906e+01,-1.470334678888320923e-01,-1.798840179443359375e+02,2.774504537228494883e-04,-1.841338920593261719e+01,-3.966942057013511658e-02,8.953735232353210449e-06,8.171107769012451172e-01,3.594710491597652435e-03,1.392249978380277753e-04,2.644510008394718170e-03,-5.267892405390739441e-02,-1.195274852216243744e-02,1.000000000000000000e+00,1.493181480327621102e-04,0.000000000000000000e+00
1.045818328857421875e-01,4.918778076171875000e+02,-2.446499443054199219e+01,-2.446499443054199219e+01,-1.182852089405059814e-01,-1.798822631835937500e+02,2.274939470225945115e-04,-1.844516372680664062e+01,-3.987777233123779297e-02,2.168293940485455096e-05,-3.034557402133941650e-01,-1.989818876609206200e-03,1.215675292769446969e-04,-2.964935265481472015e-03,4.622470140457153320e-01,3.593090176582336426e-02,1.000000000000000000e+00,1.970563607756048441e-04,0.000000000000000000e+00
2.092907428741455078e-01,4.918778076171875000e+02,-2.446499443054199219e+01,-2.446499443054199219e+01,-1.182852089405059814e-01,-1.798822631835937500e+02,2.274939470225945115e-04,-1.844516372680664062e+01,-3.987777233123779297e-02,2.168293940485455096e-05,-3.034557402133941650e-01,-1.989818876609206200e-03,1.215675292769446969e-04,-2.964935265481472015e-03,4.622470140457153320e-01,3.593090176582336426e-02,1.000000000000000000e+00,1.970563607756048441e-04,0.000000000000000000e+00
2.092907428741455078e-01,4.918778076171875000e+02,-2.446499443054199219e+01,-2.446499443054199219e+01,-1.182852089405059814e-01,-1.798822631835937500e+02,2.274939470225945115e-04,-1.844516372680664062e+01,-3.987777233123779297e-02,2.168293940485455096e-05,-3.034557402133941650e-01,-1.989818876609206200e-03,1.215675292769446969e-04,-2.964935265481472015e-03,4.622470140457153320e-01,3.593090176582336426e-02,1.000000000000000000e+00,1.970563607756048441e-04,0.000000000000000000e+00
2.092907428741455078e-01,4.918778076171875000e+02,-2.446499443054199219e+01,-2.446499443054199219e+01,-1.182852089405059814e-01,-1.798822631835937500e+02,2.274939470225945115e-04,-1.844516372680664062e+01,-3.987777233123779297e-02,2.168293940485455096e-05,-3.034557402133941650e-01,-1.989818876609206200e-03,1.215675292769446969e-04,-2.964935265481472015e-03,4.622470140457153320e-01,3.593090176582336426e-02,1.000000000000000000e+00,1.970563607756048441e-04,0.000000000000000000e+00
2.092907428741455078e-01,4.918778076171875000e+02,-2.446499443054199219e+01,-2.446499443054199219e+01,-1.182852089405059814e-01,-1.798822631835937500e+02,2.274939470225945115e-04,-1.844516372680664062e+01,-3.987777233123779297e-02,2.168293940485455096e-05,-3.034557402133941650e-01,-1.989818876609206200e-03,1.215675292769446969e-04,-2.964935265481472015e-03,4.622470140457153320e-01,3.593090176582336426e-02,1.000000000000000000e+00,1.970563607756048441e-04,0.000000000000000000e+00
2.092907428741455078e-01,4.900263671875000000e+02,-2.446896934509277344e+01,-2.446896934509277344e+01,-6.203860417008399963e-02,-1.798770446777343750e+02,-9.155274165095761418e-05,-1.856469154357910156e+01,-4.071469232439994812e-02,1.905123644974082708e-05,-1.601850628852844238e+00,-1.121597364544868469e-02,-3.526873479131609201e-05,-6.031881086528301239e-03,5.972934961318969727e-01,6.230524182319641113e-02,1.000000000000000000e+00,1.754760742187500000e-04,0.000000000000000000e+00
2.839093208312988281e-01,4.900263671875000000e+02,-2.446896934509277344e+01,-2.446896934509277344e+01,-6.203860417008399963e-02,-1.798770446777343750e+02,-9.155274165095761418e-05,-1.856469154357910156e+01,-4.071469232439994812e-02,1.905123644974082708e-05,-1.601850628852844238e+00,-1.121597364544868469e-02,-3.526873479131609201e-05,-6.031881086528301239e-03,5.972934961318969727e-01,6.230524182319641113e-02,1.000000000000000000e+00,1.754760742187500000e-04,0.000000000000000000e+00
2.839093208312988281e-01,4.900263671875000000e+02,-2.446896934509277344e+01,-2.446896934509277344e+01,-6.203860417008399963e-02,-1.798770446777343750e+02,-9.155274165095761418e-05,-1.856469154357910156e+01,-4.071469232439994812e-02,1.905123644974082708e-05,-1.601850628852844238e+00,-1.121597364544868469e-02,-3.526873479131609201e-05,-6.031881086528301239e-03,5.972934961318969727e-01,6.230524182319641113e-02,1.000000000000000000e+00,1.754760742187500000e-04,0.000000000000000000e+00
2.839093208312988281e-01,4.900263671875000000e+02,-2.446896934509277344e+01,-2.446896934509277344e+01,-6.203860417008399963e-02,-1.798770446777343750e+02,-9.155274165095761418e-05,-1.856469154357910156e+01,-4.071469232439994812e-02,1.905123644974082708e-05,-1.601850628852844238e+00,-1.121597364544868469e-02,-3.526873479131609201e-05,-6.031881086528301239e-03,5.972934961318969727e-01,6.230524182319641113e-02,1.000000000000000000e+00,1.754760742187500000e-04,0.000000000000000000e+00
2.839093208312988281e-01,4.900263671875000000e+02,-2.446896934509277344e+01,-2.446896934509277344e+01,-6.203860417008399963e-02,-1.798770446777343750e+02,-9.155274165095761418e-05,-1.856469154357910156e+01,-4.071469232439994812e-02,1.905123644974082708e-05,-1.601850628852844238e+00,-1.121597364544868469e-02,-3.526873479131609201e-05,-6.031881086528301239e-03,5.972934961318969727e-01,6.230524182319641113e-02,1.000000000000000000e+00,1.754760742187500000e-04,0.000000000000000000e+00
3.569011688232421875e-01,4.886353759765625000e+02,-2.447199821472167969e+01,-2.447199821472167969e+01,-1.885815151035785675e-02,-1.798719635009765625e+02,-4.577637591864913702e-04,-1.868888473510742188e+01,-4.179415479302406311e-02,7.475690836145076901e-06,-1.701466560363769531e+00,-1.478880830109119415e-02,-1.585868303664028645e-04,-6.824400741606950760e-03,5.667204260826110840e-01,7.101966440677642822e-02,1.000000000000000000e+00,1.453944569220766425e-04,0.000000000000000000e+00
3.569011688232421875e-01,4.886353759765625000e+02,-2.447199821472167969e+01,-2.447199821472167969e+01,-1.885815151035785675e-02,-1.798719635009765625e+02,-4.577637591864913702e-04,-1.868888473510742188e+01,-4.179415479302406311e-02,7.475690836145076901e-06,-1.701466560363769531e+00,-1.478880830109119415e-02,-1.585868303664028645e-04,-6.824400741606950760e-03,5.667204260826110840e-01,7.101966440677642822e-02,1.000000000000000000e+00,1.453944569220766425e-04,0.000000000000000000e+00
